2026-07-29 14:04:23,321 | INFO | 192.168.20.1 | POST /api/login | Login endpoint hit
2026-07-30 11:40:24,998 | INFO | 192.168.20.1 | GET /api/v1/users | 404 hit: /api/v1/users from 192.168.20.1
2026-07-30 11:40:36,519 | INFO | 192.168.20.1 | GET /api/v1/user=1 | 404 hit: /api/v1/user=1 from 192.168.20.1
2026-07-30 11:40:57,856 | INFO | 192.168.20.1 | GET /api/users | 404 hit: /api/users from 192.168.20.1
2026-07-30 11:41:27,965 | INFO | 192.168.20.1 | POST /api/login | Login endpoint hit
2026-07-30 11:41:28,174 | WARNING | 192.168.20.1 | POST /api/login | Login failed for admin from 192.168.20.1
2026-07-30 11:43:13,290 | WARNING | 192.168.20.1 | POST /verify-mfa | MFA verify failed for torvallds from 192.168.20.1
2026-07-30 11:43:15,482 | WARNING | 192.168.20.1 | POST /verify-mfa | MFA verify failed for torvallds from 192.168.20.1
2026-07-30 11:44:28,095 | INFO | 172.18.0.1 | GET /nice ports,/Trinity.txt.bak | 404 hit: /nice ports,/Trinity.txt.bak from 172.18.0.1
2026-07-30 11:45:47,296 | WARNING | 192.168.20.1 | POST /verify-mfa | MFA verify failed for torvallds from 192.168.20.1
2026-07-30 11:49:02,713 | WARNING | 192.168.20.1 | POST /verify-mfa | MFA verify failed for torvallds from 192.168.20.1
2026-07-30 11:50:56,309 | INFO | 192.168.20.1 | POST /api/login | Login endpoint hit
2026-07-30 11:50:56,732 | INFO | 192.168.20.1 | POST /api/login | MFA code sent to aaa@gmail.com
2026-07-30 11:50:56,732 | INFO | 192.168.20.1 | POST /api/login | Password OK, login code emailed: kien
2026-07-30 11:51:08,751 | INFO | 192.168.20.1 | POST /verify-mfa | MFA verify success: kien
2026-07-30 11:55:23,102 | WARNING | 192.168.20.1 | POST /verify-mfa | MFA verify failed for torvallds from 192.168.20.1
2026-07-30 11:55:36,861 | INFO | 192.168.20.1 | POST /register | Register endpoint hit
2026-07-30 11:55:37,169 | INFO | 192.168.20.1 | POST /register | New user registered: 4Derya
2026-07-30 11:55:38,791 | WARNING | 192.168.20.1 | POST /verify-mfa | MFA verify failed for torvallds from 192.168.20.1
2026-07-30 11:55:40,390 | WARNING | 192.168.20.1 | POST /verify-mfa | MFA verify failed for torvallds from 192.168.20.1
2026-07-30 11:55:48,980 | WARNING | 192.168.20.1 | POST /verify-mfa | MFA verify failed for torvallds from 192.168.20.1
2026-07-30 11:56:01,490 | INFO | 192.168.20.1 | POST /register | Register endpoint hit
2026-07-30 11:56:01,704 | INFO | 192.168.20.1 | POST /register | New user registered: Red
2026-07-30 11:56:28,172 | WARNING | 192.168.20.1 | POST /verify-mfa | MFA verify failed for torvallds from 192.168.20.1
2026-07-30 11:56:47,360 | INFO | 192.168.20.1 | POST /register/confirm-mfa | MFA setup confirmed for user_id=8
2026-07-30 11:56:53,502 | INFO | 192.168.20.1 | POST /api/login | Login endpoint hit
2026-07-30 11:56:53,925 | INFO | 192.168.20.1 | POST /api/login | MFA code sent to red@red.com
2026-07-30 11:56:53,925 | INFO | 192.168.20.1 | POST /api/login | Password OK, login code emailed: Red
2026-07-30 11:57:13,939 | INFO | 192.168.20.1 | POST /register | Register endpoint hit
2026-07-30 11:57:14,153 | INFO | 192.168.20.1 | POST /register | New user registered: BarackObama
2026-07-30 11:57:14,660 | INFO | 192.168.20.1 | POST /register/confirm-mfa | MFA setup confirmed for user_id=7
2026-07-30 11:57:26,646 | INFO | 192.168.20.1 | POST /api/login | Login endpoint hit
2026-07-30 11:57:27,072 | INFO | 192.168.20.1 | POST /api/login | MFA code sent to random@add.co
2026-07-30 11:57:27,072 | INFO | 192.168.20.1 | POST /api/login | Password OK, login code emailed: 4Derya
2026-07-30 11:58:42,840 | INFO | 192.168.20.1 | POST /register/confirm-mfa | MFA setup confirmed for user_id=9
2026-07-30 11:58:51,931 | WARNING | 192.168.20.1 | POST /verify-mfa | MFA verify failed for torvallds from 192.168.20.1
2026-07-30 12:00:49,504 | INFO | 192.168.20.1 | POST /verify-mfa | MFA verify success: 4Derya
2026-07-30 12:33:57,243 | INFO | 192.168.20.1 | POST /api/login | Login endpoint hit
2026-07-30 12:33:57,692 | INFO | 192.168.20.1 | POST /api/login | MFA code sent to br@gmail.com
2026-07-30 12:33:57,692 | INFO | 192.168.20.1 | POST /api/login | Password OK, login code emailed: br@gmail.com
2026-07-30 12:34:16,993 | INFO | 192.168.20.1 | POST /verify-mfa | MFA verify success: BarackObama
2026-07-30 12:40:11,882 | INFO | 192.168.20.1 | GET /favicon.ico | 404 hit: /favicon.ico from 192.168.20.1
2026-07-30 12:43:54,341 | INFO | 172.18.0.1 | POST /api/login | Login endpoint hit
2026-07-30 12:43:54,765 | INFO | 172.18.0.1 | POST /api/login | MFA code sent to madus@driftlock.com
2026-07-30 12:43:54,765 | INFO | 172.18.0.1 | POST /api/login | Password OK, login code emailed: Madus
2026-07-30 12:44:08,239 | INFO | 172.18.0.1 | POST /verify-mfa | MFA verify success: Madus
2026-07-30 13:12:11,858 | INFO | 192.168.20.1 | GET /nmaplowercheck1785417117 | 404 hit: /nmaplowercheck1785417117 from 192.168.20.1
2026-07-30 13:12:11,868 | INFO | 192.168.20.1 | POST /sdk | 404 hit: /sdk from 192.168.20.1
2026-07-30 13:12:11,896 | INFO | 192.168.20.1 | GET /evox/about | 404 hit: /evox/about from 192.168.20.1
2026-07-30 13:12:11,908 | INFO | 192.168.20.1 | GET /HNAP1 | 404 hit: /HNAP1 from 192.168.20.1
2026-07-30 13:26:18,960 | WARNING | 172.18.0.1 | POST /api/reset-password | HOST_HEADER_ANOMALY | incoming_host=evil-attacker.com | flag=DRIFTLOCK{h0st_h34d3r_1nj3ct10n} | expected_host=localhost:4325 | ip=172.18.0.1 | path=/reset-password
2026-07-30 13:26:18,962 | INFO | 172.18.0.1 | POST /api/reset-password | PASSWORD_RESET_REQUESTED | email=victim@example.com | no_matching_account
2026-07-30 13:28:15,992 | INFO | 192.168.20.1 | GET /api/v1/profile | 404 hit: /api/v1/profile from 192.168.20.1
2026-07-30 13:29:09,803 | INFO | 192.168.20.1 | GET /api/user | 404 hit: /api/user from 192.168.20.1
2026-07-30 13:29:45,667 | INFO | 192.168.20.1 | GET /api/user | 404 hit: /api/user from 192.168.20.1
2026-07-30 13:29:45,836 | INFO | 192.168.20.1 | GET /api/user | 404 hit: /api/user from 192.168.20.1
2026-07-30 13:29:46,109 | INFO | 192.168.20.1 | GET /api/user | 404 hit: /api/user from 192.168.20.1
2026-07-30 13:29:46,152 | INFO | 192.168.20.1 | GET /api/user | 404 hit: /api/user from 192.168.20.1
2026-07-30 13:29:46,232 | INFO | 192.168.20.1 | GET /api/user | 404 hit: /api/user from 192.168.20.1
2026-07-30 13:29:46,261 | INFO | 192.168.20.1 | GET /api/user | 404 hit: /api/user from 192.168.20.1
2026-07-30 13:29:46,299 | INFO | 192.168.20.1 | GET /api/user | 404 hit: /api/user from 192.168.20.1
2026-07-30 13:29:46,330 | INFO | 192.168.20.1 | GET /api/user | 404 hit: /api/user from 192.168.20.1
2026-07-30 13:29:46,449 | INFO | 192.168.20.1 | GET /api/user | 404 hit: /api/user from 192.168.20.1
2026-07-30 13:29:46,504 | INFO | 192.168.20.1 | GET /api/user | 404 hit: /api/user from 192.168.20.1
2026-07-30 13:29:46,580 | INFO | 192.168.20.1 | GET /api/user | 404 hit: /api/user from 192.168.20.1
2026-07-30 13:29:46,604 | INFO | 192.168.20.1 | GET /api/user | 404 hit: /api/user from 192.168.20.1
2026-07-30 13:29:46,631 | INFO | 192.168.20.1 | GET /api/user | 404 hit: /api/user from 192.168.20.1
2026-07-30 13:29:46,658 | INFO | 192.168.20.1 | GET /api/user | 404 hit: /api/user from 192.168.20.1
2026-07-30 13:29:46,683 | INFO | 192.168.20.1 | GET /api/user | 404 hit: /api/user from 192.168.20.1
2026-07-30 13:29:46,720 | INFO | 192.168.20.1 | GET /api/user | 404 hit: /api/user from 192.168.20.1
2026-07-30 13:29:46,751 | INFO | 192.168.20.1 | GET /api/user | 404 hit: /api/user from 192.168.20.1
2026-07-30 13:29:46,775 | INFO | 192.168.20.1 | GET /api/user | 404 hit: /api/user from 192.168.20.1
2026-07-30 13:29:46,807 | INFO | 192.168.20.1 | GET /api/user | 404 hit: /api/user from 192.168.20.1
2026-07-30 13:29:46,840 | INFO | 192.168.20.1 | GET /api/user | 404 hit: /api/user from 192.168.20.1
2026-07-30 13:29:46,922 | INFO | 192.168.20.1 | GET /api/user | 404 hit: /api/user from 192.168.20.1
2026-07-30 13:29:46,951 | INFO | 192.168.20.1 | GET /api/user | 404 hit: /api/user from 192.168.20.1
2026-07-30 13:29:46,984 | INFO | 192.168.20.1 | GET /api/user | 404 hit: /api/user from 192.168.20.1
2026-07-30 13:29:47,011 | INFO | 192.168.20.1 | GET /api/user | 404 hit: /api/user from 192.168.20.1
2026-07-30 13:29:47,039 | INFO | 192.168.20.1 | GET /api/user | 404 hit: /api/user from 192.168.20.1
2026-07-30 13:29:47,081 | INFO | 192.168.20.1 | GET /api/user | 404 hit: /api/user from 192.168.20.1
2026-07-30 13:29:47,114 | INFO | 192.168.20.1 | GET /api/user | 404 hit: /api/user from 192.168.20.1
2026-07-30 13:29:47,148 | INFO | 192.168.20.1 | GET /api/user | 404 hit: /api/user from 192.168.20.1
2026-07-30 13:29:47,178 | INFO | 192.168.20.1 | GET /api/user | 404 hit: /api/user from 192.168.20.1
2026-07-30 13:29:47,206 | INFO | 192.168.20.1 | GET /api/user | 404 hit: /api/user from 192.168.20.1
2026-07-30 13:29:47,240 | INFO | 192.168.20.1 | GET /api/user | 404 hit: /api/user from 192.168.20.1
2026-07-30 13:29:47,275 | INFO | 192.168.20.1 | GET /api/user | 404 hit: /api/user from 192.168.20.1
2026-07-30 13:29:47,301 | INFO | 192.168.20.1 | GET /api/user | 404 hit: /api/user from 192.168.20.1
2026-07-30 13:29:47,325 | INFO | 192.168.20.1 | GET /api/user | 404 hit: /api/user from 192.168.20.1
2026-07-30 13:29:47,349 | INFO | 192.168.20.1 | GET /api/user | 404 hit: /api/user from 192.168.20.1
2026-07-30 13:29:47,379 | INFO | 192.168.20.1 | GET /api/user | 404 hit: /api/user from 192.168.20.1
2026-07-30 13:29:47,407 | INFO | 192.168.20.1 | GET /api/user | 404 hit: /api/user from 192.168.20.1
2026-07-30 13:29:47,432 | INFO | 192.168.20.1 | GET /api/user | 404 hit: /api/user from 192.168.20.1
2026-07-30 13:29:47,464 | INFO | 192.168.20.1 | GET /api/user | 404 hit: /api/user from 192.168.20.1
2026-07-30 13:29:47,489 | INFO | 192.168.20.1 | GET /api/user | 404 hit: /api/user from 192.168.20.1
2026-07-30 13:29:47,513 | INFO | 192.168.20.1 | GET /api/user | 404 hit: /api/user from 192.168.20.1
2026-07-30 13:29:47,542 | INFO | 192.168.20.1 | GET /api/user | 404 hit: /api/user from 192.168.20.1
2026-07-30 13:29:47,566 | INFO | 192.168.20.1 | GET /api/user | 404 hit: /api/user from 192.168.20.1
2026-07-30 13:29:47,599 | INFO | 192.168.20.1 | GET /api/user | 404 hit: /api/user from 192.168.20.1
2026-07-30 13:29:47,624 | INFO | 192.168.20.1 | GET /api/user | 404 hit: /api/user from 192.168.20.1
2026-07-30 13:29:47,647 | INFO | 192.168.20.1 | GET /api/user | 404 hit: /api/user from 192.168.20.1
2026-07-30 13:29:47,681 | INFO | 192.168.20.1 | GET /api/user | 404 hit: /api/user from 192.168.20.1
2026-07-30 13:29:47,702 | INFO | 192.168.20.1 | GET /api/user | 404 hit: /api/user from 192.168.20.1
2026-07-30 13:29:47,729 | INFO | 192.168.20.1 | GET /api/user | 404 hit: /api/user from 192.168.20.1
2026-07-30 13:29:47,751 | INFO | 192.168.20.1 | GET /api/user | 404 hit: /api/user from 192.168.20.1
2026-07-30 13:29:47,802 | INFO | 192.168.20.1 | GET /api/user | 404 hit: /api/user from 192.168.20.1
2026-07-30 13:29:47,824 | INFO | 192.168.20.1 | GET /api/user | 404 hit: /api/user from 192.168.20.1
2026-07-30 13:29:47,854 | INFO | 192.168.20.1 | GET /api/user | 404 hit: /api/user from 192.168.20.1
2026-07-30 13:29:47,877 | INFO | 192.168.20.1 | GET /api/user | 404 hit: /api/user from 192.168.20.1
2026-07-30 13:29:47,924 | INFO | 192.168.20.1 | GET /api/user | 404 hit: /api/user from 192.168.20.1
2026-07-30 13:29:47,950 | INFO | 192.168.20.1 | GET /api/user | 404 hit: /api/user from 192.168.20.1
2026-07-30 13:29:47,977 | INFO | 192.168.20.1 | GET /api/user | 404 hit: /api/user from 192.168.20.1
2026-07-30 13:29:48,000 | INFO | 192.168.20.1 | GET /api/user | 404 hit: /api/user from 192.168.20.1
2026-07-30 13:29:48,025 | INFO | 192.168.20.1 | GET /api/user | 404 hit: /api/user from 192.168.20.1
2026-07-30 13:29:48,055 | INFO | 192.168.20.1 | GET /api/user | 404 hit: /api/user from 192.168.20.1
2026-07-30 13:29:48,076 | INFO | 192.168.20.1 | GET /api/user | 404 hit: /api/user from 192.168.20.1
2026-07-30 13:29:48,102 | INFO | 192.168.20.1 | GET /api/user | 404 hit: /api/user from 192.168.20.1
2026-07-30 13:29:48,129 | INFO | 192.168.20.1 | GET /api/user | 404 hit: /api/user from 192.168.20.1
2026-07-30 14:14:03,993 | INFO | 192.168.20.1 | POST /api/login | Login endpoint hit
2026-07-30 14:14:04,202 | WARNING | 192.168.20.1 | POST /api/login | Login failed for madus@driftlock.com from 192.168.20.1
2026-07-30 14:14:08,447 | INFO | 192.168.20.1 | POST /api/login | Login endpoint hit
2026-07-30 14:14:08,656 | WARNING | 192.168.20.1 | POST /api/login | Login failed for madus@driftlock.com from 192.168.20.1
2026-07-30 14:14:09,041 | INFO | 192.168.20.1 | POST /api/login | Login endpoint hit
2026-07-30 14:14:09,253 | WARNING | 192.168.20.1 | POST /api/login | Login failed for madus@driftlock.com from 192.168.20.1
2026-07-30 14:14:39,373 | WARNING | 192.168.20.1 | POST /api/reset-password | HOST_HEADER_ANOMALY | incoming_host=192.168.20.12:4325 | flag=DRIFTLOCK{h0st_h34d3r_1nj3ct10n} | expected_host=localhost:4325 | ip=192.168.20.1 | path=/reset-password
2026-07-30 14:14:39,375 | INFO | 192.168.20.1 | POST /api/reset-password | PASSWORD_RESET_REQUESTED | email=madus@driftlock.io | no_matching_account
2026-07-30 14:15:03,797 | WARNING | 192.168.20.1 | POST /api/reset-password | HOST_HEADER_ANOMALY | incoming_host=192.168.20.12:4325 | flag=DRIFTLOCK{h0st_h34d3r_1nj3ct10n} | expected_host=localhost:4325 | ip=192.168.20.1 | path=/reset-password
2026-07-30 14:15:03,807 | INFO | 192.168.20.1 | POST /api/reset-password | PASSWORD_RESET_REQUESTED | user=Madus
2026-07-30 14:15:03,810 | INFO | 192.168.20.1 | POST /api/reset-password | Reset email sent to madus@driftlock.com
2026-07-30 14:15:27,139 | INFO | 192.168.20.1 | POST /api/reset-password/zI3q41k6wo-4F8lN7GSG90p0IEr6GII1fROZPwl-n0c | PASSWORD_RESET_COMPLETE | user=Madus
2026-07-30 14:15:52,027 | INFO | 192.168.20.1 | POST /api/login | Login endpoint hit
2026-07-30 14:15:52,450 | INFO | 192.168.20.1 | POST /api/login | MFA code sent to madus@driftlock.com
2026-07-30 14:15:52,450 | INFO | 192.168.20.1 | POST /api/login | Password OK, login code emailed: madus@driftlock.com
2026-07-30 14:16:20,294 | INFO | 192.168.20.1 | POST /api/resend-mfa | MFA code sent to madus@driftlock.com
2026-07-30 14:16:20,294 | INFO | 192.168.20.1 | POST /api/resend-mfa | MFA code resent to madus@driftlock.com
2026-07-30 14:32:02,503 | INFO | 192.168.20.1 | POST /api/login | Login endpoint hit
2026-07-30 14:32:02,922 | INFO | 192.168.20.1 | POST /api/login | MFA code sent to random@add.co
2026-07-30 14:32:02,923 | INFO | 192.168.20.1 | POST /api/login | Password OK, login code emailed: 4Derya
2026-07-30 14:32:21,315 | INFO | 192.168.20.1 | POST /verify-mfa | MFA verify success: 4Derya
2026-07-30 14:42:04,919 | INFO | 192.168.20.1 | POST /api/login | Login endpoint hit
2026-07-30 14:42:05,139 | WARNING | 192.168.20.1 | POST /api/login | Login failed for 4Derya from 192.168.20.1
2026-07-30 14:42:15,015 | INFO | 192.168.20.1 | POST /api/login | Login endpoint hit
2026-07-30 14:42:15,232 | WARNING | 192.168.20.1 | POST /api/login | Login failed for 4Derya from 192.168.20.1
2026-07-30 14:42:16,124 | INFO | 192.168.20.1 | POST /api/login | Login endpoint hit
2026-07-30 14:42:16,337 | WARNING | 192.168.20.1 | POST /api/login | Login failed for 4Derya from 192.168.20.1
2026-07-30 14:42:35,347 | WARNING | 192.168.20.1 | POST /api/reset-password | HOST_HEADER_ANOMALY | incoming_host=192.168.20.12:4325 | flag=DRIFTLOCK{h0st_h34d3r_1nj3ct10n} | expected_host=localhost:4325 | ip=192.168.20.1 | path=/reset-password
2026-07-30 14:42:35,353 | INFO | 192.168.20.1 | POST /api/reset-password | PASSWORD_RESET_REQUESTED | user=4Derya
2026-07-30 14:42:35,357 | INFO | 192.168.20.1 | POST /api/reset-password | Reset email sent to random@add.co
2026-07-30 14:43:07,073 | WARNING | 192.168.20.1 | POST /api/reset-password | HOST_HEADER_ANOMALY | incoming_host=192.168.20.12:4325 | flag=DRIFTLOCK{h0st_h34d3r_1nj3ct10n} | expected_host=localhost:4325 | ip=192.168.20.1 | path=/reset-password
2026-07-30 14:43:07,078 | INFO | 192.168.20.1 | POST /api/reset-password | PASSWORD_RESET_REQUESTED | user=Madus
2026-07-30 14:43:07,081 | INFO | 192.168.20.1 | POST /api/reset-password | Reset email sent to madus@driftlock.com
2026-07-30 14:46:21,307 | INFO | 192.168.20.1 | POST /api/resend-mfa | MFA code sent to madus@driftlock.com
2026-07-30 14:46:21,307 | INFO | 192.168.20.1 | POST /api/resend-mfa | MFA code resent to madus@driftlock.com
2026-07-30 14:46:38,456 | INFO | 192.168.20.1 | POST /verify-mfa | MFA verify success: Madus
2026-07-30 14:56:16,447 | INFO | 172.19.0.1 | GET /nice ports,/Trinity.txt.bak | 404 hit: /nice ports,/Trinity.txt.bak from 172.19.0.1
2026-07-30 15:02:44,125 | INFO | 172.18.0.1 | GET /nice ports,/Trinity.txt.bak | 404 hit: /nice ports,/Trinity.txt.bak from 172.18.0.1
2026-07-30 15:04:29,149 | WARNING | 192.168.20.1 | POST /api/reset-password | HOST_HEADER_ANOMALY | incoming_host=192.168.20.12:4325 | flag=DRIFTLOCK{h0st_h34d3r_1nj3ct10n} | expected_host=localhost:4325 | ip=192.168.20.1 | path=/reset-password
2026-07-30 15:04:29,155 | INFO | 192.168.20.1 | POST /api/reset-password | PASSWORD_RESET_REQUESTED | user=4Derya
2026-07-30 15:04:29,158 | INFO | 192.168.20.1 | POST /api/reset-password | Reset email sent to random@add.co
2026-07-30 15:04:31,959 | WARNING | 192.168.20.1 | POST /api/reset-password | HOST_HEADER_ANOMALY | incoming_host=192.168.20.12:4325 | flag=DRIFTLOCK{h0st_h34d3r_1nj3ct10n} | expected_host=localhost:4325 | ip=192.168.20.1 | path=/reset-password
2026-07-30 15:04:31,964 | INFO | 192.168.20.1 | POST /api/reset-password | PASSWORD_RESET_REQUESTED | user=4Derya
2026-07-30 15:04:31,966 | INFO | 192.168.20.1 | POST /api/reset-password | Reset email sent to random@add.co
2026-07-30 15:04:35,785 | WARNING | 192.168.20.1 | POST /api/reset-password | HOST_HEADER_ANOMALY | incoming_host=192.168.20.12:4325 | flag=DRIFTLOCK{h0st_h34d3r_1nj3ct10n} | expected_host=localhost:4325 | ip=192.168.20.1 | path=/reset-password
2026-07-30 15:04:35,790 | INFO | 192.168.20.1 | POST /api/reset-password | PASSWORD_RESET_REQUESTED | user=4Derya
2026-07-30 15:04:35,793 | INFO | 192.168.20.1 | POST /api/reset-password | Reset email sent to random@add.co
2026-07-30 15:05:10,605 | WARNING | 192.168.20.1 | POST /api/reset-password | HOST_HEADER_ANOMALY | incoming_host=192.168.20.12:4325 | flag=DRIFTLOCK{h0st_h34d3r_1nj3ct10n} | expected_host=localhost:4325 | ip=192.168.20.1 | path=/reset-password
2026-07-30 15:05:10,610 | INFO | 192.168.20.1 | POST /api/reset-password | PASSWORD_RESET_REQUESTED | user=4Derya
2026-07-30 15:05:10,613 | INFO | 192.168.20.1 | POST /api/reset-password | Reset email sent to random@add.co
2026-07-31 08:06:29,427 | INFO | 192.168.20.1 | POST /api/login | Login endpoint hit
2026-07-31 08:06:29,843 | INFO | 192.168.20.1 | POST /api/login | MFA code sent to random@add.co
2026-07-31 08:06:29,843 | INFO | 192.168.20.1 | POST /api/login | Password OK, login code emailed: 4Derya
2026-07-31 08:07:06,819 | INFO | 192.168.20.1 | POST /verify-mfa | MFA verify success: 4Derya
2026-07-31 08:07:20,067 | INFO | 192.168.20.1 | POST /api/login | Login endpoint hit
2026-07-31 08:07:20,275 | WARNING | 192.168.20.1 | POST /api/login | Login failed (no such user) from 192.168.20.1
2026-07-31 08:07:21,650 | INFO | 192.168.20.1 | POST /api/login | Login endpoint hit
2026-07-31 08:07:21,859 | WARNING | 192.168.20.1 | POST /api/login | Login failed (no such user) from 192.168.20.1
2026-07-31 08:08:27,805 | INFO | 192.168.20.1 | POST /api/login | Login endpoint hit
2026-07-31 08:08:28,026 | WARNING | 192.168.20.1 | POST /api/login | Login failed (no such user) from 192.168.20.1
2026-07-31 08:08:30,645 | INFO | 192.168.20.1 | POST /api/login | Login endpoint hit
2026-07-31 08:08:30,851 | WARNING | 192.168.20.1 | POST /api/login | Login failed (no such user) from 192.168.20.1
2026-07-31 08:08:30,925 | INFO | 192.168.20.1 | POST /api/login | Login endpoint hit
2026-07-31 08:08:31,134 | WARNING | 192.168.20.1 | POST /api/login | Login failed (no such user) from 192.168.20.1
2026-07-31 08:15:46,915 | WARNING | 192.168.20.1 | POST /api/reset-password | HOST_HEADER_ANOMALY | incoming_host=192.168.20.12:4325 | flag=DRIFTLOCK{h0st_h34d3r_1nj3ct10n} | expected_host=localhost:4325 | ip=192.168.20.1 | path=/reset-password
2026-07-31 08:15:46,920 | INFO | 192.168.20.1 | POST /api/reset-password | PASSWORD_RESET_REQUESTED | user=4Derya
2026-07-31 08:15:46,923 | INFO | 192.168.20.1 | POST /api/reset-password | Reset email sent to random@add.co
2026-07-31 08:15:57,947 | WARNING | 192.168.20.1 | POST /api/reset-password | HOST_HEADER_ANOMALY | incoming_host=192.168.20.12:4325 | flag=DRIFTLOCK{h0st_h34d3r_1nj3ct10n} | expected_host=localhost:4325 | ip=192.168.20.1 | path=/reset-password
2026-07-31 08:15:57,948 | INFO | 192.168.20.1 | POST /api/reset-password | PASSWORD_RESET_REQUESTED | email=random@add.com | no_matching_account
2026-07-31 08:16:01,436 | WARNING | 192.168.20.1 | POST /api/reset-password | HOST_HEADER_ANOMALY | incoming_host=192.168.20.12:4325 | flag=DRIFTLOCK{h0st_h34d3r_1nj3ct10n} | expected_host=localhost:4325 | ip=192.168.20.1 | path=/reset-password
2026-07-31 08:16:01,437 | INFO | 192.168.20.1 | POST /api/reset-password | PASSWORD_RESET_REQUESTED | email=random@add.com | no_matching_account
2026-07-31 08:16:34,780 | INFO | 192.168.20.1 | POST /api/reset-password/0AywsX6QLLinBD3jAiIsrLiTdMaxzRoSVGzPYFoK4QU | PASSWORD_RESET_COMPLETE | user=4Derya
2026-07-31 08:17:07,693 | INFO | 192.168.20.1 | POST /api/login | Login endpoint hit
2026-07-31 08:17:08,116 | INFO | 192.168.20.1 | POST /api/login | MFA code sent to random@add.co
2026-07-31 08:17:08,116 | INFO | 192.168.20.1 | POST /api/login | Password OK, login code emailed: 4Derya
2026-07-31 08:17:24,741 | INFO | 192.168.20.1 | POST /verify-mfa | MFA verify success: 4Derya
2026-07-31 08:19:59,912 | INFO | 192.168.20.1 | POST /api/login | Login endpoint hit
2026-07-31 08:20:00,120 | WARNING | 192.168.20.1 | POST /api/login | Login failed for 4Derya from 192.168.20.1
2026-07-31 08:20:00,540 | INFO | 192.168.20.1 | POST /api/login | Login endpoint hit
2026-07-31 08:20:00,681 | INFO | 192.168.20.1 | POST /api/login | Login endpoint hit
2026-07-31 08:20:00,749 | WARNING | 192.168.20.1 | POST /api/login | Login failed for 4Derya from 192.168.20.1
2026-07-31 08:20:00,824 | INFO | 192.168.20.1 | POST /api/login | Login endpoint hit
2026-07-31 08:20:00,903 | WARNING | 192.168.20.1 | POST /api/login | Login failed for 4Derya from 192.168.20.1
2026-07-31 08:20:01,039 | WARNING | 192.168.20.1 | POST /api/login | Login failed for 4Derya from 192.168.20.1
2026-07-31 08:20:21,260 | WARNING | 192.168.20.1 | POST /api/reset-password | HOST_HEADER_ANOMALY | incoming_host=192.168.20.12:4325 | flag=DRIFTLOCK{h0st_h34d3r_1nj3ct10n} | expected_host=localhost:4325 | ip=192.168.20.1 | path=/reset-password
2026-07-31 08:20:21,265 | INFO | 192.168.20.1 | POST /api/reset-password | PASSWORD_RESET_REQUESTED | user=4Derya
2026-07-31 08:20:21,268 | INFO | 192.168.20.1 | POST /api/reset-password | Reset email sent to random@add.co
2026-07-31 08:36:22,404 | WARNING | 192.168.20.1 | POST /api/reset-password | HOST_HEADER_ANOMALY | incoming_host=192.168.20.12:4325 | flag=DRIFTLOCK{h0st_h34d3r_1nj3ct10n} | expected_host=localhost:4325 | ip=192.168.20.1 | path=/reset-password
2026-07-31 08:36:22,409 | INFO | 192.168.20.1 | POST /api/reset-password | PASSWORD_RESET_REQUESTED | user=4Derya
2026-07-31 08:36:22,412 | INFO | 192.168.20.1 | POST /api/reset-password | Reset email sent to random@add.co
2026-07-31 08:36:26,726 | INFO | 192.168.20.1 | POST /forgot-password | 404 hit: /forgot-password from 192.168.20.1
2026-07-31 08:36:53,838 | INFO | 192.168.20.1 | POST /forgot-password | 404 hit: /forgot-password from 192.168.20.1
2026-07-31 08:37:34,247 | INFO | 192.168.20.1 | POST /api/forgot-password | 404 hit: /api/forgot-password from 192.168.20.1
2026-07-31 08:38:15,221 | INFO | 192.168.20.1 | POST /recover | 404 hit: /recover from 192.168.20.1
2026-07-31 08:45:45,675 | INFO | 192.168.20.1 | POST /forgot-password | 404 hit: /forgot-password from 192.168.20.1
2026-07-31 08:47:08,197 | INFO | 192.168.20.1 | POST /forgot-password | 404 hit: /forgot-password from 192.168.20.1
2026-07-31 08:51:31,580 | INFO | 192.168.20.1 | POST /forgot-password | 404 hit: /forgot-password from 192.168.20.1
2026-07-31 08:51:52,024 | INFO | 192.168.20.1 | POST /forgot-password | 404 hit: /forgot-password from 192.168.20.1
2026-07-31 08:52:12,488 | INFO | 192.168.20.1 | POST /forgot-password | 404 hit: /forgot-password from 192.168.20.1
2026-07-31 08:58:13,037 | INFO | 192.168.20.1 | POST /forgot-password | 404 hit: /forgot-password from 192.168.20.1
2026-07-31 09:20:29,007 | WARNING | 192.168.20.1 | POST /api/reset-password | HOST_HEADER_ANOMALY | incoming_host=192.168.20.12:4325 | flag=DRIFTLOCK{h0st_h34d3r_1nj3ct10n} | expected_host=localhost:4325 | ip=192.168.20.1 | path=/reset-password
2026-07-31 09:20:29,012 | INFO | 192.168.20.1 | POST /api/reset-password | PASSWORD_RESET_REQUESTED | user=4Derya
2026-07-31 09:20:29,015 | INFO | 192.168.20.1 | POST /api/reset-password | Reset email sent to random@add.co
2026-07-31 09:20:30,512 | WARNING | 192.168.20.1 | POST /api/reset-password | HOST_HEADER_ANOMALY | incoming_host=192.168.20.12:4325 | flag=DRIFTLOCK{h0st_h34d3r_1nj3ct10n} | expected_host=localhost:4325 | ip=192.168.20.1 | path=/reset-password
