2026-07-20 10:00:00,000 | INFO | 192.168.56.44 | GET /robots.txt | ua="Mozilla/5.0 (X11; Linux x86_64) AppleWebKit/537.36 Chrome/120.0 Safari/537.36"
2026-07-20 10:14:20,000 | WARNING | 192.168.56.10 | POST /login | ua="Mozilla/5.0 (X11; Linux x86_64) AppleWebKit/537.36 Chrome/120.0 Safari/537.36"
2026-07-20 10:14:24,000 | INFO | 192.168.56.10 | GET /api/current-code | ua="Mozilla/5.0 (Windows NT 10.0; Win64; x64) Gecko/20100101 Firefox/121.0"
2026-07-20 10:14:28,000 | INFO | 192.168.56.20 | GET /support | ua="Wget/1.21.3"
2026-07-20 10:25:26,000 | INFO | 192.168.56.44 | POST /robots.txt | ua="python-requests/2.31.0"
2026-07-20 10:25:33,000 | INFO | 192.168.56.101 | POST /robots.txt | ua="Wget/1.21.3"
2026-07-20 10:22:00,000 | WARNING | 192.168.56.11 | POST /register | ua="python-requests/2.31.0"
2026-07-20 10:14:44,000 | INFO | 192.168.56.7 | POST /authenticator | ua="Mozilla/5.0 (Windows NT 10.0; Win64; x64) Gecko/20100101 Firefox/121.0"
2026-07-20 10:18:30,000 | INFO | 192.168.56.44 | GET /authenticator | ua="python-requests/2.31.0"
2026-07-20 10:26:01,000 | WARNING | 172.16.0.5 | POST /favicon.ico | ua="Mozilla/5.0 (X11; Linux x86_64) AppleWebKit/537.36 Chrome/120.0 Safari/537.36"
2026-07-20 10:07:28,000 | WARNING | 192.168.56.7 | POST /robots.txt | ua="curl/8.4.0"
2026-07-20 10:07:30,000 | WARNING | 172.16.0.5 | GET /register | ua="python-requests/2.31.0"
2026-07-20 10:18:50,000 | INFO | 10.0.2.15 | POST /favicon.ico | ua="python-requests/2.31.0"
2026-07-20 10:15:08,000 | INFO | 192.168.56.101 | POST /static/css/home.css | ua="Nmap Scripting Engine"
2026-07-20 10:19:00,000 | INFO | 192.168.56.44 | POST /api/debug | ua="Wget/1.21.3"
2026-07-20 10:03:49,000 | ERROR | 192.168.56.20 | POST /robots.txt | ua="Wget/1.21.3"
2026-07-20 10:19:10,000 | INFO | 192.168.56.20 | GET /favicon.ico | ua="Wget/1.21.3"
2026-07-20 10:11:33,000 | INFO | 192.168.56.101 | GET /api/status | ua="curl/8.4.0"
2026-07-20 10:15:28,000 | WARNING | 192.168.56.11 | POST /static/css/home.css | ua="Wget/1.21.3"
2026-07-20 10:19:25,000 | WARNING | 192.168.56.10 | GET / | ua="Mozilla/5.0 (X11; Linux x86_64) AppleWebKit/537.36 Chrome/120.0 Safari/537.36"
2026-07-20 10:03:54,000 | INFO | 192.168.56.10 | GET /api/debug | ua="Mozilla/5.0 (Windows NT 10.0; Win64; x64) Gecko/20100101 Firefox/121.0"
2026-07-20 10:11:45,000 | WARNING | 192.168.56.44 | GET /register | ua="Wget/1.21.3"
2026-07-20 10:15:44,000 | INFO | 192.168.56.44 | POST /authenticator | ua="Wget/1.21.3"
2026-07-20 10:27:39,000 | WARNING | 10.0.2.15 | POST /login | ua="curl/8.4.0"
2026-07-20 10:07:56,000 | INFO | 192.168.56.11 | POST /static/css/home.css | ua="Wget/1.21.3"
2026-07-20 10:11:57,000 | INFO | 192.168.56.44 | GET /login | ua="Wget/1.21.3"
2026-07-20 10:20:00,000 | INFO | 192.168.56.44 | POST /robots.txt | ua="Mozilla/5.0 (Windows NT 10.0; Win64; x64) Gecko/20100101 Firefox/121.0"
2026-07-20 10:20:05,000 | INFO | 192.168.56.44 | POST /login | ua="Nmap Scripting Engine"
2026-07-20 10:04:02,000 | INFO | 192.168.56.10 | GET /verify-mfa | ua="Wget/1.21.3"
2026-07-20 10:16:12,000 | INFO | 192.168.56.20 | GET /static/css/home.css | ua="Mozilla/5.0 (X11; Linux x86_64) AppleWebKit/537.36 Chrome/120.0 Safari/537.36"
2026-07-20 10:24:24,000 | WARNING | 192.168.56.7 | GET /login | ua="Wget/1.21.3"
2026-07-20 10:08:10,000 | INFO | 172.16.0.5 | POST /verify-mfa | ua="Mozilla/5.0 (X11; Linux x86_64) AppleWebKit/537.36 Chrome/120.0 Safari/537.36"
2026-07-20 10:24:36,000 | INFO | 192.168.56.44 | GET / | ua="Mozilla/5.0 (X11; Linux x86_64) AppleWebKit/537.36 Chrome/120.0 Safari/537.36"
2026-07-20 10:08:14,000 | WARNING | 10.0.2.15 | POST /favicon.ico | ua="Wget/1.21.3"
2026-07-20 10:04:08,000 | WARNING | 192.168.56.44 | GET /api/current-code | ua="python-requests/2.31.0"
2026-07-20 10:12:27,000 | WARNING | 192.168.56.7 | POST /login | ua="Nmap Scripting Engine"
2026-07-20 10:16:40,000 | INFO | 192.168.56.10 | POST /static/css/home.css | ua="Nmap Scripting Engine"
2026-07-20 10:20:55,000 | WARNING | 192.168.56.101 | GET /api/debug | ua="Mozilla/5.0 (X11; Linux x86_64) AppleWebKit/537.36 Chrome/120.0 Safari/537.36"
2026-07-20 10:08:24,000 | INFO | 192.168.56.10 | GET /favicon.ico | ua="Mozilla/5.0 (Windows NT 10.0; Win64; x64) Gecko/20100101 Firefox/121.0"
2026-07-20 10:25:18,000 | INFO | 192.168.56.101 | GET /backup_secrets/ | ua="Mozilla/5.0 (X11; Linux x86_64) AppleWebKit/537.36 Chrome/120.0 Safari/537.36"
2026-07-20 10:25:24,000 | INFO | 192.168.56.101 | GET /authenticator | ua="Mozilla/5.0 (Windows NT 10.0; Win64; x64) Gecko/20100101 Firefox/121.0"
2026-07-20 10:25:30,000 | INFO | 192.168.56.101 | POST /backup_secrets/ | ua="python-requests/2.31.0"
2026-07-20 10:17:04,000 | WARNING | 192.168.56.11 | GET /api/debug | ua="curl/8.4.0"
2026-07-20 10:08:34,000 | INFO | 192.168.56.10 | POST /api/current-code | ua="Mozilla/5.0 (Windows NT 10.0; Win64; x64) Gecko/20100101 Firefox/121.0"
2026-07-20 10:21:30,000 | WARNING | 192.168.56.20 | GET /register | ua="Wget/1.21.3"
2026-07-20 10:12:57,000 | INFO | 192.168.56.101 | POST /api/debug | ua="curl/8.4.0"
2026-07-20 10:13:00,000 | INFO | 192.168.56.101 | POST /authenticator | ua="Nmap Scripting Engine"
2026-07-20 10:30:27,000 | INFO | 172.16.0.5 | GET /api/debug | ua="python-requests/2.31.0"
2026-07-20 10:26:12,000 | WARNING | 192.168.56.7 | GET /api/debug | ua="Mozilla/5.0 (X11; Linux x86_64) AppleWebKit/537.36 Chrome/120.0 Safari/537.36"
2026-07-20 10:26:18,000 | ERROR | 192.168.56.10 | POST /register | ua="python-requests/2.31.0" session={391738}
2026-07-20 10:30:48,000 | WARNING | 172.16.0.5 | POST / | ua="Wget/1.21.3"
2026-07-20 10:22:05,000 | ERROR | 192.168.56.44 | GET /backup_secrets/ | ua="Mozilla/5.0 (Windows NT 10.0; Win64; x64) Gecko/20100101 Firefox/121.0"
2026-07-20 10:04:26,000 | INFO | 192.168.56.10 | GET /reset-password | ua="python-requests/2.31.0"
2026-07-20 10:26:42,000 | ERROR | 172.16.0.5 | GET /authenticator | ua="Mozilla/5.0 (X11; Linux x86_64) AppleWebKit/537.36 Chrome/120.0 Safari/537.36"
2026-07-20 10:08:56,000 | INFO | 192.168.56.10 | POST /api/debug | ua="Wget/1.21.3"
2026-07-20 10:08:58,000 | INFO | 192.168.56.7 | POST /static/css/home.css | ua="python-requests/2.31.0"
2026-07-20 10:27:00,000 | INFO | 192.168.56.20 | GET /robots.txt | ua="python-requests/2.31.0"
2026-07-20 10:22:35,000 | INFO | 172.16.0.5 | POST /login | ua="curl/8.4.0"
2026-07-20 10:31:44,000 | WARNING | 172.16.0.5 | GET /backup_secrets/ | ua="python-requests/2.31.0"
2026-07-20 10:31:51,000 | INFO | 192.168.56.11 | GET /support | ua="Wget/1.21.3"
2026-07-20 10:13:42,000 | ERROR | 192.168.56.101 | POST /support | ua="python-requests/2.31.0"
2026-07-20 10:09:10,000 | WARNING | 192.168.56.101 | GET /api/status | ua="Mozilla/5.0 (Windows NT 10.0; Win64; x64) Gecko/20100101 Firefox/121.0"
2026-07-20 10:18:24,000 | INFO | 192.168.56.20 | GET /robots.txt | ua="Mozilla/5.0 (Windows NT 10.0; Win64; x64) Gecko/20100101 Firefox/121.0"
2026-07-20 10:23:05,000 | INFO | 10.0.2.15 | GET /register | ua="Mozilla/5.0 (Windows NT 10.0; Win64; x64) Gecko/20100101 Firefox/121.0"
2026-07-20 10:04:38,000 | WARNING | 192.168.56.101 | GET / | ua="python-requests/2.31.0"
2026-07-20 10:27:54,000 | ERROR | 192.168.56.11 | POST /api/debug | ua="Mozilla/5.0 (X11; Linux x86_64) AppleWebKit/537.36 Chrome/120.0 Safari/537.36"
2026-07-20 10:14:00,000 | INFO | 192.168.56.101 | GET /reset-password | ua="Mozilla/5.0 (X11; Linux x86_64) AppleWebKit/537.36 Chrome/120.0 Safari/537.36"
2026-07-20 10:18:44,000 | INFO | 192.168.56.7 | GET /authenticator | ua="Mozilla/5.0 (X11; Linux x86_64) AppleWebKit/537.36 Chrome/120.0 Safari/537.36"
2026-07-20 10:23:30,000 | INFO | 192.168.56.20 | GET /support | ua="Mozilla/5.0 (Windows NT 10.0; Win64; x64) Gecko/20100101 Firefox/121.0"
2026-07-20 10:09:26,000 | ERROR | 192.168.56.11 | POST /static/css/home.css | ua="Nmap Scripting Engine"
2026-07-20 10:28:24,000 | WARNING | 172.16.0.5 | GET /reset-password | ua="Mozilla/5.0 (Windows NT 10.0; Win64; x64) Gecko/20100101 Firefox/121.0"
2026-07-20 10:28:30,000 | INFO | 192.168.56.11 | POST /login | ua="Wget/1.21.3"
2026-07-20 10:23:50,000 | INFO | 172.16.0.5 | POST /robots.txt | ua="Nmap Scripting Engine"
2026-07-20 10:23:55,000 | INFO | 192.168.56.44 | GET /register | ua="Nmap Scripting Engine"
2026-07-20 10:33:36,000 | INFO | 192.168.56.44 | GET /authenticator | ua="curl/8.4.0"
2026-07-20 10:04:49,000 | INFO | 172.16.0.5 | POST /reset-password | ua="curl/8.4.0"
2026-07-20 10:33:50,000 | ERROR | 192.168.56.44 | POST /api/current-code | ua="Mozilla/5.0 (Windows NT 10.0; Win64; x64) Gecko/20100101 Firefox/121.0"
2026-07-20 10:33:57,000 | ERROR | 192.168.56.101 | POST /api/debug | ua="Mozilla/5.0 (Windows NT 10.0; Win64; x64) Gecko/20100101 Firefox/121.0"
2026-07-20 10:24:20,000 | INFO | 192.168.56.20 | GET /robots.txt | ua="python-requests/2.31.0"
2026-07-20 10:14:39,000 | WARNING | 192.168.56.10 | GET / | ua="Mozilla/5.0 (X11; Linux x86_64) AppleWebKit/537.36 Chrome/120.0 Safari/537.36"
2026-07-20 10:24:30,000 | INFO | 192.168.56.44 | GET /login | ua="Mozilla/5.0 (X11; Linux x86_64) AppleWebKit/537.36 Chrome/120.0 Safari/537.36"
2026-07-20 10:34:25,000 | WARNING | 10.0.2.15 | GET /api/status | ua="Mozilla/5.0 (Windows NT 10.0; Win64; x64) Gecko/20100101 Firefox/121.0"
2026-07-20 10:19:44,000 | INFO | 192.168.56.44 | GET /support | ua="python-requests/2.31.0"
2026-07-20 10:04:57,000 | INFO | 192.168.56.11 | POST /backup_secrets/ | ua="curl/8.4.0"
2026-07-20 10:29:48,000 | INFO | 192.168.56.7 | GET /support | ua="curl/8.4.0"
2026-07-20 10:19:56,000 | INFO | 192.168.56.10 | POST /login | ua="python-requests/2.31.0"
2026-07-20 10:25:00,000 | INFO | 192.168.56.11 | GET /robots.txt | ua="Mozilla/5.0 (Windows NT 10.0; Win64; x64) Gecko/20100101 Firefox/121.0"
2026-07-20 10:15:03,000 | INFO | 172.16.0.5 | POST /support | ua="curl/8.4.0"
2026-07-20 10:30:12,000 | INFO | 192.168.56.11 | GET /support | ua="python-requests/2.31.0"
2026-07-20 10:20:12,000 | WARNING | 192.168.56.101 | GET /verify-mfa | ua="Wget/1.21.3"
2026-07-20 10:15:12,000 | INFO | 192.168.56.7 | GET /reset-password | ua="Nmap Scripting Engine"
2026-07-20 10:35:35,000 | INFO | 192.168.56.10 | GET /support | ua="python-requests/2.31.0"
2026-07-20 10:35:42,000 | INFO | 192.168.56.44 | GET /verify-mfa | ua="Nmap Scripting Engine"
2026-07-20 10:30:42,000 | INFO | 172.16.0.5 | POST /api/debug | ua="Mozilla/5.0 (X11; Linux x86_64) AppleWebKit/537.36 Chrome/120.0 Safari/537.36"
2026-07-20 10:05:08,000 | INFO | 192.168.56.10 | GET /backup_secrets/ | ua="Nmap Scripting Engine"
2026-07-20 10:30:54,000 | INFO | 192.168.56.44 | GET /robots.txt | ua="Nmap Scripting Engine"
2026-07-20 10:25:50,000 | ERROR | 192.168.56.10 | GET /robots.txt | ua="Mozilla/5.0 (X11; Linux x86_64) AppleWebKit/537.36 Chrome/120.0 Safari/537.36"
2026-07-20 10:31:06,000 | INFO | 192.168.56.101 | POST /favicon.ico | ua="Mozilla/5.0 (Windows NT 10.0; Win64; x64) Gecko/20100101 Firefox/121.0"
2026-07-20 10:31:12,000 | INFO | 192.168.56.10 | POST /favicon.ico | ua="Wget/1.21.3"
2026-07-20 10:36:31,000 | INFO | 192.168.56.7 | GET /reset-password | ua="curl/8.4.0"
2026-07-20 10:05:14,000 | WARNING | 10.0.2.15 | GET /api/debug | ua="Wget/1.21.3"
2026-07-20 10:10:30,000 | INFO | 192.168.56.7 | POST /static/css/home.css | ua="Wget/1.21.3"
2026-07-20 10:26:20,000 | INFO | 192.168.56.11 | POST /backup_secrets/ | ua="python-requests/2.31.0"
2026-07-20 10:15:51,000 | INFO | 192.168.56.11 | POST /robots.txt | ua="curl/8.4.0"
2026-07-20 10:31:48,000 | INFO | 192.168.56.10 | GET /register | ua="python-requests/2.31.0"
2026-07-20 10:10:38,000 | ERROR | 10.0.2.15 | POST / | ua="Mozilla/5.0 (Windows NT 10.0; Win64; x64) Gecko/20100101 Firefox/121.0"
2026-07-20 10:32:00,000 | INFO | 192.168.56.20 | POST /verify-mfa | ua="Mozilla/5.0 (X11; Linux x86_64) AppleWebKit/537.36 Chrome/120.0 Safari/537.36"
2026-07-20 10:37:27,000 | INFO | 192.168.56.101 | GET /support | ua="python-requests/2.31.0"
2026-07-20 10:16:06,000 | INFO | 10.0.2.15 | GET /api/current-code | ua="Nmap Scripting Engine"
2026-07-20 10:05:23,000 | WARNING | 192.168.56.11 | POST /robots.txt | ua="Mozilla/5.0 (Windows NT 10.0; Win64; x64) Gecko/20100101 Firefox/121.0"
2026-07-20 10:32:24,000 | INFO | 192.168.56.44 | GET /api/debug | ua="Wget/1.21.3"
2026-07-20 10:10:50,000 | INFO | 192.168.56.101 | POST /register | ua="python-requests/2.31.0"
2026-07-20 10:27:10,000 | INFO | 192.168.56.20 | POST /favicon.ico | ua="python-requests/2.31.0"
2026-07-20 10:32:42,000 | INFO | 172.16.0.5 | GET /api/debug | ua="python-requests/2.31.0"
2026-07-20 10:32:48,000 | INFO | 192.168.56.20 | POST /register | ua="Wget/1.21.3"
2026-07-20 10:38:23,000 | INFO | 172.16.0.5 | GET /api/status | ua="Mozilla/5.0 (X11; Linux x86_64) AppleWebKit/537.36 Chrome/120.0 Safari/537.36"
2026-07-20 10:16:30,000 | INFO | 172.16.0.5 | GET /favicon.ico | ua="Mozilla/5.0 (Windows NT 10.0; Win64; x64) Gecko/20100101 Firefox/121.0"
2026-07-20 10:11:02,000 | INFO | 192.168.56.10 | GET /static/css/home.css | ua="Nmap Scripting Engine"
2026-07-20 10:16:36,000 | WARNING | 192.168.56.10 | GET /static/css/home.css | ua="python-requests/2.31.0"
2026-07-20 10:27:45,000 | WARNING | 192.168.56.11 | GET /authenticator | ua="Nmap Scripting Engine"
2026-07-20 10:22:16,000 | ERROR | 172.16.0.5 | POST /api/current-code | ua="Nmap Scripting Engine"
2026-07-20 10:11:10,000 | WARNING | 172.16.0.5 | GET /api/debug | ua="python-requests/2.31.0"
2026-07-20 10:11:12,000 | WARNING | 10.0.2.15 | POST /api/status | ua="Nmap Scripting Engine"
2026-07-20 10:33:42,000 | WARNING | 192.168.56.44 | GET /verify-mfa | ua="Mozilla/5.0 (X11; Linux x86_64) AppleWebKit/537.36 Chrome/120.0 Safari/537.36"
2026-07-20 10:22:32,000 | INFO | 192.168.56.7 | POST /static/css/home.css | ua="Mozilla/5.0 (X11; Linux x86_64) AppleWebKit/537.36 Chrome/120.0 Safari/537.36"
2026-07-20 10:33:54,000 | INFO | 192.168.56.7 | POST /api/debug | ua="python-requests/2.31.0"
2026-07-20 10:22:40,000 | INFO | 192.168.56.11 | GET /api/status | ua="python-requests/2.31.0"
2026-07-20 10:22:44,000 | WARNING | 192.168.56.11 | GET /verify-mfa | ua="Wget/1.21.3"
2026-07-20 10:22:48,000 | INFO | 192.168.56.44 | POST /robots.txt | ua="Nmap Scripting Engine" session={264612}
2026-07-20 10:05:43,000 | INFO | 192.168.56.101 | POST / | ua="python-requests/2.31.0"
2026-07-20 10:40:08,000 | INFO | 192.168.56.101 | GET /static/css/home.css | ua="curl/8.4.0"
2026-07-20 10:17:15,000 | INFO | 192.168.56.44 | POST /api/status | ua="Mozilla/5.0 (X11; Linux x86_64) AppleWebKit/537.36 Chrome/120.0 Safari/537.36"
2026-07-20 10:11:32,000 | INFO | 192.168.56.11 | POST /register | ua="Wget/1.21.3"
2026-07-20 10:23:08,000 | ERROR | 192.168.56.44 | POST /reset-password | ua="Nmap Scripting Engine"
2026-07-20 10:23:12,000 | INFO | 192.168.56.20 | POST /api/status | ua="curl/8.4.0"
2026-07-20 10:05:49,000 | INFO | 172.16.0.5 | POST /login | ua="Wget/1.21.3"
2026-07-20 10:23:20,000 | INFO | 172.16.0.5 | GET /register | ua="Mozilla/5.0 (Windows NT 10.0; Win64; x64) Gecko/20100101 Firefox/121.0"
2026-07-20 10:17:33,000 | WARNING | 192.168.56.44 | POST / | ua="Nmap Scripting Engine"
2026-07-20 10:29:20,000 | WARNING | 192.168.56.11 | GET /support | ua="Nmap Scripting Engine"
2026-07-20 10:29:25,000 | WARNING | 192.168.56.7 | GET /favicon.ico | ua="python-requests/2.31.0"
2026-07-20 10:41:18,000 | WARNING | 192.168.56.10 | GET /support | ua="python-requests/2.31.0"
2026-07-20 10:23:40,000 | WARNING | 10.0.2.15 | GET /robots.txt | ua="python-requests/2.31.0"
2026-07-20 10:17:48,000 | INFO | 192.168.56.44 | GET /login | ua="Wget/1.21.3"
2026-07-20 10:11:54,000 | WARNING | 172.16.0.5 | GET /login | ua="Nmap Scripting Engine"
2026-07-20 10:23:52,000 | WARNING | 192.168.56.20 | GET /authenticator | ua="Mozilla/5.0 (Windows NT 10.0; Win64; x64) Gecko/20100101 Firefox/121.0"
2026-07-20 10:29:55,000 | INFO | 172.16.0.5 | POST /verify-mfa | ua="Wget/1.21.3"
2026-07-20 10:36:00,000 | ERROR | 192.168.56.20 | GET /verify-mfa | ua="python-requests/2.31.0"
2026-07-20 10:12:02,000 | WARNING | 192.168.56.44 | GET /api/debug | ua="Nmap Scripting Engine" | note=CTF{N015Y_L0G_M3D1UM}
2026-07-20 10:24:08,000 | INFO | 172.16.0.5 | GET / | ua="python-requests/2.31.0"
2026-07-20 10:18:09,000 | INFO | 192.168.56.20 | GET /robots.txt | ua="Nmap Scripting Engine"
2026-07-20 10:06:04,000 | WARNING | 172.16.0.5 | GET /static/css/home.css | ua="Mozilla/5.0 (Windows NT 10.0; Win64; x64) Gecko/20100101 Firefox/121.0"
2026-07-20 10:18:15,000 | INFO | 10.0.2.15 | GET /api/current-code | ua="python-requests/2.31.0"
2026-07-20 10:06:06,000 | WARNING | 192.168.56.20 | POST /reset-password | ua="Nmap Scripting Engine"
2026-07-20 10:30:35,000 | INFO | 192.168.56.7 | POST /static/css/home.css | ua="Mozilla/5.0 (X11; Linux x86_64) AppleWebKit/537.36 Chrome/120.0 Safari/537.36"
2026-07-20 10:06:08,000 | ERROR | 192.168.56.20 | POST /api/status | ua="Nmap Scripting Engine"
2026-07-20 10:43:03,000 | INFO | 192.168.56.44 | POST /authenticator | ua="python-requests/2.31.0"
2026-07-20 10:18:30,000 | INFO | 172.16.0.5 | POST /authenticator | ua="python-requests/2.31.0"
2026-07-20 10:06:11,000 | WARNING | 192.168.56.7 | POST /register | ua="Mozilla/5.0 (Windows NT 10.0; Win64; x64) Gecko/20100101 Firefox/121.0"
2026-07-20 10:43:24,000 | INFO | 192.168.56.101 | POST /authenticator | ua="python-requests/2.31.0"
2026-07-20 10:18:39,000 | INFO | 192.168.56.20 | POST /api/debug | ua="Wget/1.21.3"
2026-07-20 10:31:10,000 | INFO | 172.16.0.5 | GET /login | ua="Wget/1.21.3"
2026-07-20 10:37:30,000 | INFO | 192.168.56.20 | POST /authenticator | ua="Mozilla/5.0 (X11; Linux x86_64) AppleWebKit/537.36 Chrome/120.0 Safari/537.36"
2026-07-20 10:12:32,000 | WARNING | 192.168.56.44 | GET /verify-mfa | ua="Wget/1.21.3"
2026-07-20 10:31:25,000 | INFO | 192.168.56.44 | GET /authenticator | ua="python-requests/2.31.0"
2026-07-20 10:06:18,000 | INFO | 192.168.56.101 | POST /reset-password | ua="Mozilla/5.0 (Windows NT 10.0; Win64; x64) Gecko/20100101 Firefox/121.0"
2026-07-20 10:18:57,000 | INFO | 172.16.0.5 | GET /api/status | ua="Nmap Scripting Engine"
2026-07-20 10:44:20,000 | INFO | 192.168.56.20 | POST /register | ua="python-requests/2.31.0"
2026-07-20 10:44:27,000 | ERROR | 192.168.56.10 | GET /support | ua="Nmap Scripting Engine"
2026-07-20 10:19:06,000 | INFO | 192.168.56.20 | GET /support | ua="Mozilla/5.0 (Windows NT 10.0; Win64; x64) Gecko/20100101 Firefox/121.0"
2026-07-20 10:19:09,000 | INFO | 192.168.56.7 | POST /api/current-code | ua="Mozilla/5.0 (Windows NT 10.0; Win64; x64) Gecko/20100101 Firefox/121.0"
2026-07-20 10:25:36,000 | INFO | 192.168.56.101 | POST /api/current-code | ua="Mozilla/5.0 (X11; Linux x86_64) AppleWebKit/537.36 Chrome/120.0 Safari/537.36"
2026-07-20 10:38:30,000 | INFO | 192.168.56.7 | POST / | ua="Mozilla/5.0 (Windows NT 10.0; Win64; x64) Gecko/20100101 Firefox/121.0"
2026-07-20 10:06:26,000 | WARNING | 192.168.56.101 | GET /register | ua="python-requests/2.31.0"
2026-07-20 10:19:21,000 | ERROR | 10.0.2.15 | GET /api/current-code | ua="python-requests/2.31.0"
2026-07-20 10:32:20,000 | ERROR | 10.0.2.15 | GET /static/css/home.css | ua="curl/8.4.0"
2026-07-20 10:38:54,000 | ERROR | 192.168.56.7 | GET /login | ua="Wget/1.21.3"
2026-07-20 10:19:30,000 | INFO | 192.168.56.7 | POST /api/current-code | ua="curl/8.4.0"
2026-07-20 10:13:02,000 | WARNING | 192.168.56.7 | POST /static/css/home.css | ua="curl/8.4.0"
2026-07-20 10:32:40,000 | WARNING | 192.168.56.101 | GET /login | ua="Nmap Scripting Engine"
2026-07-20 10:06:33,000 | WARNING | 192.168.56.11 | POST /backup_secrets/ | ua="Wget/1.21.3"
2026-07-20 10:32:50,000 | INFO | 192.168.56.7 | GET / | ua="Nmap Scripting Engine"
2026-07-20 10:32:55,000 | INFO | 192.168.56.101 | POST /robots.txt | ua="Wget/1.21.3"
2026-07-20 10:13:12,000 | INFO | 10.0.2.15 | GET / | ua="Mozilla/5.0 (Windows NT 10.0; Win64; x64) Gecko/20100101 Firefox/121.0"
2026-07-20 10:46:19,000 | INFO | 192.168.56.101 | POST /api/current-code | ua="Mozilla/5.0 (Windows NT 10.0; Win64; x64) Gecko/20100101 Firefox/121.0"
2026-07-20 10:06:38,000 | INFO | 192.168.56.101 | POST / | ua="Mozilla/5.0 (X11; Linux x86_64) AppleWebKit/537.36 Chrome/120.0 Safari/537.36"
2026-07-20 10:33:15,000 | INFO | 10.0.2.15 | GET /authenticator | ua="python-requests/2.31.0"
2026-07-20 10:33:20,000 | INFO | 192.168.56.20 | GET / | ua="Mozilla/5.0 (X11; Linux x86_64) AppleWebKit/537.36 Chrome/120.0 Safari/537.36"
2026-07-20 10:26:44,000 | ERROR | 172.16.0.5 | GET /support | ua="Nmap Scripting Engine" session={775312}
2026-07-20 10:20:06,000 | INFO | 192.168.56.11 | GET /robots.txt | ua="Mozilla/5.0 (X11; Linux x86_64) AppleWebKit/537.36 Chrome/120.0 Safari/537.36"
2026-07-20 10:06:43,000 | INFO | 192.168.56.101 | POST /authenticator | ua="Nmap Scripting Engine"
2026-07-20 10:47:08,000 | INFO | 192.168.56.101 | POST /backup_secrets/ | ua="Wget/1.21.3"
2026-07-20 10:40:30,000 | WARNING | 192.168.56.44 | GET /api/status | ua="Nmap Scripting Engine"
2026-07-20 10:27:04,000 | INFO | 10.0.2.15 | GET / | ua="Wget/1.21.3"
2026-07-20 10:13:34,000 | INFO | 192.168.56.10 | POST / | ua="python-requests/2.31.0"
2026-07-20 10:34:00,000 | INFO | 192.168.56.10 | GET /static/css/home.css | ua="Mozilla/5.0 (Windows NT 10.0; Win64; x64) Gecko/20100101 Firefox/121.0"
2026-07-20 10:06:49,000 | WARNING | 192.168.56.7 | GET /support | ua="Mozilla/5.0 (X11; Linux x86_64) AppleWebKit/537.36 Chrome/120.0 Safari/537.36"
2026-07-20 10:13:40,000 | INFO | 192.168.56.10 | POST /authenticator | ua="Nmap Scripting Engine"
2026-07-20 10:06:51,000 | INFO | 192.168.56.44 | GET /api/current-code | ua="curl/8.4.0"
2026-07-20 10:20:36,000 | WARNING | 192.168.56.20 | POST /register | ua="Nmap Scripting Engine"
2026-07-20 10:13:46,000 | INFO | 192.168.56.101 | GET / | ua="Mozilla/5.0 (X11; Linux x86_64) AppleWebKit/537.36 Chrome/120.0 Safari/537.36"
2026-07-20 10:41:24,000 | INFO | 192.168.56.101 | GET /favicon.ico | ua="Mozilla/5.0 (X11; Linux x86_64) AppleWebKit/537.36 Chrome/120.0 Safari/537.36"
2026-07-20 10:13:50,000 | INFO | 192.168.56.10 | POST /register | ua="Nmap Scripting Engine"
2026-07-20 10:27:44,000 | INFO | 192.168.56.7 | POST /reset-password | ua="Mozilla/5.0 (Windows NT 10.0; Win64; x64) Gecko/20100101 Firefox/121.0"
2026-07-20 10:48:39,000 | INFO | 192.168.56.20 | POST /backup_secrets/ | ua="Mozilla/5.0 (X11; Linux x86_64) AppleWebKit/537.36 Chrome/120.0 Safari/537.36"
2026-07-20 10:41:48,000 | INFO | 172.16.0.5 | POST /api/status | ua="python-requests/2.31.0"
2026-07-20 10:34:55,000 | INFO | 192.168.56.101 | GET /support | ua="python-requests/2.31.0"
2026-07-20 10:21:00,000 | INFO | 192.168.56.11 | GET /favicon.ico | ua="Mozilla/5.0 (Windows NT 10.0; Win64; x64) Gecko/20100101 Firefox/121.0"
2026-07-20 10:42:06,000 | INFO | 192.168.56.7 | GET /authenticator | ua="Mozilla/5.0 (X11; Linux x86_64) AppleWebKit/537.36 Chrome/120.0 Safari/537.36"
2026-07-20 10:42:12,000 | INFO | 192.168.56.10 | POST / | ua="Nmap Scripting Engine"
2026-07-20 10:07:03,000 | WARNING | 10.0.2.15 | POST /verify-mfa | ua="Mozilla/5.0 (X11; Linux x86_64) AppleWebKit/537.36 Chrome/120.0 Safari/537.36"
2026-07-20 10:28:16,000 | INFO | 192.168.56.11 | POST /api/current-code | ua="Mozilla/5.0 (Windows NT 10.0; Win64; x64) Gecko/20100101 Firefox/121.0"
2026-07-20 10:35:25,000 | INFO | 172.16.0.5 | GET /robots.txt | ua="Mozilla/5.0 (Windows NT 10.0; Win64; x64) Gecko/20100101 Firefox/121.0"
2026-07-20 10:07:06,000 | INFO | 192.168.56.44 | GET /api/status | ua="curl/8.4.0"
